#
# $FreeBSD$
#
#	Name:             BIG5 to Unicode table (complete)
#	Unicode version:  1.1
#	Table version:    0.0d3
#	Table format:     Format A
#	Date:             11 February 1994
#
#	Copyright (c) 1991-1994 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on magnetic media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Recipient is granted the right to make copies in any form for
#	internal distribution and to freely use the information supplied
#	in the creation of products supporting Unicode.  Unicode, Inc.
#	specifically excludes the right to re-distribute this file directly
#	to third parties or other organizations whether for profit or not.
#
#	General notes:
#
#
# This table contains one set of mappings from BIG5 into Unicode.
# Note that these data are *possible* mappings only and may not be the
# same as those used by actual products, nor may they be the best suited
# for all uses.  For more information on the mappings between various code
# pages incorporating the repertoire of BIG5 and Unicode, consult the
# VENDORS mapping data.  Normative information on the mapping between
# BIG5 and Unicode may be found in the Unihan.txt file in the
# latest Unicode Character Database.
#
# If you have carefully considered the fact that the mappings in
# this table are only one possible set of mappings between BIG5 and
# Unicode and have no normative status, but still feel that you
# have located an error in the table that requires fixing, you may
# report any such error to errata@unicode.org.
#
#	WARNING!  It is currently impossible to provide round-trip compatibility
#		between BIG5 and Unicode.  
#
#	A number of characters are not currently mapped because
#		of conflicts with other mappings.  They are as follows:
#
#       BIG5        Description                    Comments
#
#       0xA15A      SPACING UNDERSCORE             duplicates A1C4
#       0xA1C3      SPACING HEAVY OVERSCORE        not in Unicode
#       0xA1C5      SPACING HEAVY UNDERSCORE       not in Unicode
#       0xA1FE      LT DIAG UP RIGHT TO LOW LEFT   duplicates A2AC
#       0xA240      LT DIAG UP LEFT TO LOW RIGHT   duplicates A2AD
#       0xA2CC      HANGZHOU NUMERAL TEN           conflicts with A451 mapping
#       0xA2CE      HANGZHOU NUMERAL THIRTY        conflicts with A4CA mapping
#
#	We currently map all of these characters to U+FFFD REPLACEMENT CHARACTER.
#		It is also possible to map these characters to their duplicates, or to
#		the user zone.  
#	
#	Notes:
#
#	1. In addition to the above, there is some uncertainty about the
#       mappings in the range C6A1 - C8FE, and F9DD - F9FE.  The ETEN
#	version of BIG5 organizes the former range differently, and adds
#	additional characters in the latter range.  The correct mappings
#	these ranges need to be determined.
#
#	2.  There is an uncertainty in the mapping of the Big Five character
#	0xA3BC.  This character occurs within the Big Five block of tone marks
#	for bopomofo and is intended to be the tone mark for the first tone in
#	Mandarin Chinese.  We have selected the mapping U+02C9 MODIFIER LETTER
#	MACRON (Mandarin Chinese first tone) to reflect this semantic.  
#	However, because bopomofo uses the absense of a tone mark to indicate
#	the first Mandarin tone, most implementations of Big Five represent
#	this character with a blank space, and so a mapping such as U+2003 EM
#	SPACE might be preferred.  
#
#	Format:  Three tab-separated columns
#		 Column #1 is the BIG5 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3  is the Unicode name (follows a comment sign, '#')
#			The official names for Unicode characters U+4E00
#			to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#			where XXXX is the code point.  Including all these
#			names in this file increases its size substantially
#			and needlessly.  The token "<CJK>" is used for the
#			name of these characters.  If necessary, it can be
#			expanded algorithmically by a parser or editor.
#
#	The entries are in BIG5 order
#
#
0xA140	0x3000	# IDEOGRAPHIC SPACE
0xCB54	0x6C9A	# <CJK>
0xCB55	0x6C6D	# <CJK>
0xCB56	0x6C87	# <CJK>
0xCB57	0x6C95	# <CJK>
0xCB58	0x6C9C	# <CJK>
0xCB59	0x6C66	# <CJK>
0xCB5A	0x6C73	# <CJK>
0xCB5B	0x6C65	# <CJK>
0xCB5C	0x6C7B	# <CJK>
0xCB5D	0x6C8E	# <CJK>
0xCB5E	0x7074	# <CJK>
0xCB5F	0x707A	# <CJK>
0xCB60	0x7263	# <CJK>
0xCB61	0x72BF	# <CJK>
0xCB62	0x72BD	# <CJK>
0xCB63	0x72C3	# <CJK>
0xCB64	0x72C6	# <CJK>
0xCB65	0x72C1	# <CJK>
0xCB66	0x72BA	# <CJK>
0xCB67	0x72C5	# <CJK>
0xCB68	0x7395	# <CJK>
0xCB69	0x7397	# <CJK>
0xCB6A	0x7393	# <CJK>
0xCB6B	0x7394	# <CJK>
0xCB6C	0x7392	# <CJK>
0xCB6D	0x753A	# <CJK>
0xCB6E	0x7539	# <CJK>
0xCB6F	0x7594	# <CJK>
0xCB70	0x7595	# <CJK>
0xCB71	0x7681	# <CJK>
0xCB72	0x793D	# <CJK>
0xCB73	0x8034	# <CJK>
0xCB74	0x8095	# <CJK>
0xCB75	0x8099	# <CJK>
0xCB76	0x8090	# <CJK>
0xCB77	0x8092	# <CJK>
0xCB78	0x809C	# <CJK>
0xCB79	0x8290	# <CJK>
0xCB7A	0x828F	# <CJK>
0xCB7B	0x8285	# <CJK>
0xCB7C	0x828E	# <CJK>
0xCB7D	0x8291	# <CJK>
0xCB7E	0x8293	# <CJK>
0xCBA1	0x828A	# <CJK>
0xCBA2	0x8283	# <CJK>
0xCBA3	0x8284	# <CJK>
0xCBA4	0x8C78	# <CJK>
0xCBA5	0x8FC9	# <CJK>
0xCBA6	0x8FBF	# <CJK>
0xCBA7	0x909F	# <CJK>
0xCBA8	0x90A1	# <CJK>
0xCBA9	0x90A5	# <CJK>
0xCBAA	0x909E	# <CJK>
0xCBAB	0x90A7	# <CJK>
0xCBAC	0x90A0	# <CJK>
0xCBAD	0x9630	# <CJK>
0xCBAE	0x9628	# <CJK>
0xCBAF	0x962F	# <CJK>
0xCBB0	0x962D	# <CJK>
0xCBB1	0x4E33	# <CJK>
0xCBB2	0x4F98	# <CJK>
0xCBB3	0x4F7C	# <CJK>
0xCBB4	0x4F85	# <CJK>
0xCBB5	0x4F7D	# <CJK>
0xCBB6	0x4F80	# <CJK>
0xCBB7	0x4F87	# <CJK>
0xCBB8	0x4F76	# <CJK>
0xCBB9	0x4F74	# <CJK>
0xCBBA	0x4F89	# <CJK>
0xCBBB	0x4F84	# <CJK>
0xCBBC	0x4F77	# <CJK>
0xCBBD	0x4F4C	# <CJK>
0xCBBE	0x4F97	# <CJK>
0xCBBF	0x4F6A	# <CJK>
0xCBC0	0x4F9A	# <CJK>
0xCBC1	0x4F79	# <CJK>
0xCBC2	0x4F81	# <CJK>
0xCBC3	0x4F78	# <CJK>
0xCBC4	0x4F90	# <CJK>
0xCBC5	0x4F9C	# <CJK>
0xCBC6	0x4F94	# <CJK>
0xCBC7	0x4F9E	# <CJK>
0xCBC8	0x4F92	# <CJK>
0xCBC9	0x4F82	# <CJK>
0xCBCA	0x4F95	# <CJK>
0xCBCB	0x4F6B	# <CJK>
0xCBCC	0x4F6E	# <CJK>
0xCBCD	0x519E	# <CJK>
0xCBCE	0x51BC	# <CJK>
0xCBCF	0x51BE	# <CJK>
0xCBD0	0x5235	# <CJK>
0xCBD1	0x5232	# <CJK>
0xCBD2	0x5233	# <CJK>
0xCBD3	0x5246	# <CJK>
0xCBD4	0x5231	# <CJK>
0xCBD5	0x52BC	# <CJK>
0xCBD6	0x530A	# <CJK>
0xCBD7	0x530B	# <CJK>
0xCBD8	0x533C	# <CJK>
0xCBD9	0x5392	# <CJK>
0xCBDA	0x5394	# <CJK>
0xCBDB	0x5487	# <CJK>
0xCBDC	0x547F	# <CJK>
0xCBDD	0x5481	# <CJK>
0xCBDE	0x5491	# <CJK>
0xCBDF	0x5482	# <CJK>
0xCBE0	0x5488	# <CJK>
0xCBE1	0x546B	# <CJK>
0xCBE2	0x547A	# <CJK>
0xCBE3	0x547E	# <CJK>
0xCBE4	0x5465	# <CJK>
0xCBE5	0x546C	# <CJK>
0xCBE6	0x5474	# <CJK>
0xCBE7	0x5466	# <CJK>
0xCBE8	0x548D	# <CJK>
0xCBE9	0x546F	# <CJK>
0xCBEA	0x5461	# <CJK>
0xCBEB	0x5460	# <CJK>
0xCBEC	0x5498	# <CJK>
0xCBED	0x5463	# <CJK>
0xCBEE	0x5467	# <CJK>
0xCBEF	0x5464	# <CJK>
0xCBF0	0x56F7	# <CJK>
0xCBF1	0x56F9	# <CJK>
0xCBF2	0x576F	# <CJK>
0xCBF3	0x5772	# <CJK>
0xCBF4	0x576D	# <CJK>
0xCBF5	0x576B	# <CJK>
0xCBF6	0x5771	# <CJK>
0xCBF7	0x5770	# <CJK>
0xCBF8	0x5776	# <CJK>
0xCBF9	0x5780	# <CJK>
0xCBFA	0x5775	# <CJK>
0xCBFB	0x577B	# <CJK>
0xCBFC	0x5773	# <CJK>
0xCBFD	0x5774	# <CJK>
0xCBFE	0x5762	# <CJK>
0xCC40	0x5768	# <CJK>
0xCC41	0x577D	# <CJK>
0xCC42	0x590C	# <CJK>
0xCC43	0x5945	# <CJK>
0xCC44	0x59B5	# <CJK>
0xCC45	0x59BA	# <CJK>
0xCC46	0x59CF	# <CJK>
0xCC47	0x59CE	# <CJK>
0xCC48	0x59B2	# <CJK>
0xCC49	0x59CC	# <CJK>
0xCC4A	0x59C1	# <CJK>
0xCC4B	0x59B6	# <CJK>
0xCC4C	0x59BC	# <CJK>
0xCC4D	0x59C3	# <CJK>
0xCC4E	0x59D6	# <CJK>
0xCC4F	0x59B1	# <CJK>
0xCC50	0x59BD	# <CJK>
0xCC51	0x59C0	# <CJK>
0xCC52	0x59C8	# <CJK>
0xCC53	0x59B4	# <CJK>
0xCC54	0x59C7	# <CJK>
0xCC55	0x5B62	# <CJK>
0xCC56	0x5B65	# <CJK>
0xCC57	0x5B93	# <CJK>
0xCC58	0x5B95	# <CJK>
0xCC59	0x5C44	# <CJK>
0xCC5A	0x5C47	# <CJK>
0xCC5B	0x5CAE	# <CJK>
0xCC5C	0x5CA4	# <CJK>
0xCC5D	0x5CA0	# <CJK>
0xCC5E	0x5CB5	# <CJK>
0xCC5F	0x5CAF	# <CJK>
0xCC60	0x5CA8	# <CJK>
0xCC61	0x5CAC	# <CJK>
0xCC62	0x5C9F	# <CJK>
0xCC63	0x5CA3	# <CJK>
0xCC64	0x5CAD	# <CJK>
0xCC65	0x5CA2	# <CJK>
0xCC66	0x5CAA	# <CJK>
0xCC67	0x5CA7	# <CJK>
0xCC68	0x5C9D	# <CJK>
0xCC69	0x5CA5	# <CJK>
0xCC6A	0x5CB6	# <CJK>
0xCC6B	0x5CB0	# <CJK>
0xCC6C	0x5CA6	# <CJK>
0xCC6D	0x5E17	# <CJK>
0xCC6E	0x5E14	# <CJK>
0xCC6F	0x5E19	# <CJK>
0xCC70	0x5F28	# <CJK>
0xCC71	0x5F22	# <CJK>
0xCC72	0x5F23	# <CJK>
0xCC73	0x5F24	# <CJK>
0xCC74	0x5F54	# <CJK>
0xCC75	0x5F82	# <CJK>
0xCC76	0x5F7E	# <CJK>
0xCC77	0x5F7D	# <CJK>
0xCC78	0x5FDE	# <CJK>
0xCC79	0x5FE5	# <CJK>
0xCC7A	0x602D	# <CJK>
0xCC7B	0x6026	# <CJK>
0xCC7C	0x6019	# <CJK>
0xCC7D	0x6032	# <CJK>
0xCC7E	0x600B	# <CJK>
0xCCA1	0x6034	# <CJK>
0xCCA2	0x600A	# <CJK>
0xCCA3	0x6017	# <CJK>
0xCCA4	0x6033	# <CJK>
0xCCA5	0x601A	# <CJK>
0xCCA6	0x601E	# <CJK>
0xCCA7	0x602C	# <CJK>
0xCCA8	0x6022	# <CJK>
0xCCA9	0x600D	# <CJK>
0xCCAA	0x6010	# <CJK>
0xCCAB	0x602E	# <CJK>
0xCCAC	0x6013	# <CJK>
0xCCAD	0x6011	# <CJK>
0xCCAE	0x600C	# <CJK>
0xCCAF	0x6009	# <CJK>
0xCCB0	0x601C	# <CJK>
0xCCB1	0x6214	# <CJK>
0xCCB2	0x623D	# <CJK>
0xCCB3	0x62AD	# <CJK>
0xCCB4	0x62B4	# <CJK>
0xCCB5	0x62D1	# <CJK>
0xCCB6	0x62BE	# <CJK>
0xCCB7	0x62AA	# <CJK>
0xCCB8	0x62B6	# <CJK>
0xCCB9	0x62CA	# <CJK>
0xCCBA	0x62AE	# <CJK>
0xCCBB	0x62B3	# <CJK>
0xCCBC	0x62AF	# <CJK>
0xCCBD	0x62BB	# <CJK>
0xCCBE	0x62A9	# <CJK>
0xCCBF	0x62B0	# <CJK>
0xCCC0	0x62B8	# <CJK>
0xCCC1	0x653D	# <CJK>
0xCCC2	0x65A8	# <CJK>
0xCCC3	0x65BB	# <CJK>
0xCCC4	0x6609	# <CJK>
0xCCC5	0x65FC	# <CJK>
0xCCC6	0x6604	# <CJK>
0xCCC7	0x6612	# <CJK>
0xCCC8	0x6608	# <CJK>
0xCCC9	0x65FB	# <CJK>
0xCCCA	0x6603	# <CJK>
0xCCCB	0x660B	# <CJK>
0xCCCC	0x660D	# <CJK>
0xCCCD	0x6605	# <CJK>
0xCCCE	0x65FD	# <CJK>
0xCCCF	0x6611	# <CJK>
0xCCD0	0x6610	# <CJK>
0xCCD1	0x66F6	# <CJK>
0xCCD2	0x670A	# <CJK>
0xCCD3	0x6785	# <CJK>
0xCCD4	0x676C	# <CJK>
0xCCD5	0x678E	# <CJK>
0xCCD6	0x6792	# <CJK>
0xCCD7	0x6776	# <CJK>
0xCCD8	0x677B	# <CJK>
0xCCD9	0x6798	# <CJK>
0xCCDA	0x6786	# <CJK>
0xCCDB	0x6784	# <CJK>
0xCCDC	0x6774	# <CJK>
0xCCDD	0x678D	# <CJK>
0xCCDE	0x678C	# <CJK>
0xCCDF	0x677A	# <CJK>
0xCCE0	0x679F	# <CJK>
0xCCE1	0x6791	# <CJK>
0xCCE2	0x6799	# <CJK>
0xCCE3	0x6783	# <CJK>
0xCCE4	0x677D	# <CJK>
0xCCE5	0x6781	# <CJK>
0xCCE6	0x6778	# <CJK>
0xCCE7	0x6779	# <CJK>
0xCCE8	0x6794	# <CJK>
0xCCE9	0x6B25	# <CJK>
0xCCEA	0x6B80	# <CJK>
0xCCEB	0x6B7E	# <CJK>
0xCCEC	0x6BDE	# <CJK>
0xCCED	0x6C1D	# <CJK>
0xCCEE	0x6C93	# <CJK>
0xCCEF	0x6CEC	# <CJK>
0xCCF0	0x6CEB	# <CJK>
0xCCF1	0x6CEE	# <CJK>
0xCCF2	0x6CD9	# <CJK>
0xCCF3	0x6CB6	# <CJK>
0xCCF4	0x6CD4	# <CJK>
0xCCF5	0x6CAD	# <CJK>
0xCCF6	0x6CE7	# <CJK>
0xCCF7	0x6CB7	# <CJK>
0xCCF8	0x6CD0	# <CJK>
0xCCF9	0x6CC2	# <CJK>
0xCCFA	0x6CBA	# <CJK>
0xCCFB	0x6CC3	# <CJK>
0xCCFC	0x6CC6	# <CJK>
0xCCFD	0x6CED	# <CJK>
0xCCFE	0x6CF2	# <CJK>
0xCD40	0x6CD2	# <CJK>
0xCD41	0x6CDD	# <CJK>
0xCD42	0x6CB4	# <CJK>
0xCD43	0x6C8A	# <CJK>
0xCD44	0x6C9D	# <CJK>
0xCD45	0x6C80	# <CJK>
0xCD46	0x6CDE	# <CJK>
0xCD47	0x6CC0	# <CJK>
0xCD48	0x6D30	# <CJK>
0xCD49	0x6CCD	# <CJK>
0xCD4A	0x6CC7	# <CJK>
0xCD4B	0x6CB0	# <CJK>
0xCD4C	0x6CF9	# <CJK>
0xCD4D	0x6CCF	# <CJK>
0xCD4E	0x6CE9	# <CJK>
0xCD4F	0x6CD1	# <CJK>
0xCD50	0x7094	# <CJK>
0xCD51	0x7098	# <CJK>
0xCD52	0x7085	# <CJK>
0xCD53	0x7093	# <CJK>
0xCD54	0x7086	# <CJK>
0xCD55	0x7084	# <CJK>
0xCD56	0x7091	# <CJK>
0xCD57	0x7096	# <CJK>
0xCD58	0x7082	# <CJK>
0xCD59	0x709A	# <CJK>
0xCD5A	0x7083	# <CJK>
0xCD5B	0x726A	# <CJK>
0xCD5C	0x72D6	# <CJK>
0xCD5D	0x72CB	# <CJK>
0xCD5E	0x72D8	# <CJK>
0xCD5F	0x72C9	# <CJK>
0xCD60	0x72DC	# <CJK>
0xCD61	0x72D2	# <CJK>
0xCD62	0x72D4	# <CJK>
0xCD63	0x72DA	# <CJK>
0xCD64	0x72CC	# <CJK>
0xCD65	0x72D1	# <CJK>
0xCD66	0x73A4	# <CJK>
0xCD67	0x73A1	# <CJK>
0xCD68	0x73AD	# <CJK>
0xCD69	0x73A6	# <CJK>
0xCD6A	0x73A2	# <CJK>
0xCD6B	0x73A0	# <CJK>
0xCD6C	0x73AC	# <CJK>
0xCD6D	0x739D	# <CJK>
0xCD6E	0x74DD	# <CJK>
0xCD6F	0x74E8	# <CJK>
0xCD70	0x753F	# <CJK>
0xCD71	0x7540	# <CJK>
0xCD72	0x753E	# <CJK>
0xCD73	0x758C	# <CJK>
0xCD74	0x7598	# <CJK>
0xCD75	0x76AF	# <CJK>
0xCD76	0x76F3	# <CJK>
0xCD77	0x76F1	# <CJK>
0xCD78	0x76F0	# <CJK>
0xCD79	0x76F5	# <CJK>
0xCD7A	0x77F8	# <CJK>
0xCD7B	0x77FC	# <CJK>
0xCD7C	0x77F9	# <CJK>
0xCD7D	0x77FB	# <CJK>
0xCD7E	0x77FA	# <CJK>
0xCDA1	0x77F7	# <CJK>
0xCDA2	0x7942	# <CJK>
0xCDA3	0x793F	# <CJK>
0xCDA4	0x79C5	# <CJK>
0xCDA5	0x7A78	# <CJK>
0xCDA6	0x7A7B	# <CJK>
0xCDA7	0x7AFB	# <CJK>
0xCDA8	0x7C75	# <CJK>
0xCDA9	0x7CFD	# <CJK>
0xCDAA	0x8035	# <CJK>
0xCDAB	0x808F	# <CJK>
0xCDAC	0x80AE	# <CJK>
0xCDAD	0x80A3	# <CJK>
0xCDAE	0x80B8	# <CJK>
0xCDAF	0x80B5	# <CJK>
0xCDB0	0x80AD	# <CJK>
0xCDB1	0x8220	# <CJK>
0xCDB2	0x82A0	# <CJK>
0xCDB3	0x82C0	# <CJK>
0xCDB4	0x82AB	# <CJK>
0xCDB5	0x829A	# <CJK>
0xCDB6	0x8298	# <CJK>
0xCDB7	0x829B	# <CJK>
0xCDB8	0x82B5	# <CJK>
0xCDB9	0x82A7	# <CJK>
0xCDBA	0x82AE	# <CJK>
0xCDBB	0x82BC	# <CJK>
0xCDBC	0x829E	# <CJK>
0xCDBD	0x82BA	# <CJK>
0xCDBE	0x82B4	# <CJK>
0xCDBF	0x82A8	# <CJK>
0xCDC0	0x82A1	# <CJK>
0xCDC1	0x82A9	# <CJK>
0xCDC2	0x82C2	# <CJK>
0xCDC3	0x82A4	# <CJK>
0xCDC4	0x82C3	# <CJK>
0xCDC5	0x82B6	# <CJK>
0xCDC6	0x82A2	# <CJK>
0xCDC7	0x8670	# <CJK>
0xCDC8	0x866F	# <CJK>
0xCDC9	0x866D	# <CJK>
0xCDCA	0x866E	# <CJK>
0xCDCB	0x8C56	# <CJK>
0xCDCC	0x8FD2	# <CJK>
0xCDCD	0x8FCB	# <CJK>
0xCDCE	0x8FD3	# <CJK>
0xCDCF	0x8FCD	# <CJK>
0xCDD0	0x8FD6	# <CJK>
0xCDD1	0x8FD5	# <CJK>
0xCDD2	0x8FD7	# <CJK>
0xCDD3	0x90B2	# <CJK>
0xCDD4	0x90B4	# <CJK>
0xCDD5	0x90AF	# <CJK>
0xCDD6	0x90B3	# <CJK>
0xCDD7	0x90B0	# <CJK>
0xCDD8	0x9639	# <CJK>
0xCDD9	0x963D	# <CJK>
0xCDDA	0x963C	# <CJK>
0xCDDB	0x963A	# <CJK>
0xCDDC	0x9643	# <CJK>
0xCDDD	0x4FCD	# <CJK>
0xCDDE	0x4FC5	# <CJK>
0xCDDF	0x4FD3	# <CJK>
0xCDE0	0x4FB2	# <CJK>
0xCDE1	0x4FC9	# <CJK>
0xCDE2	0x4FCB	# <CJK>
0xCDE3	0x4FC1	# <CJK>
0xCDE4	0x4FD4	# <CJK>
0xCDE5	0x4FDC	# <CJK>
0xCDE6	0x4FD9	# <CJK>
0xCDE7	0x4FBB	# <CJK>
0xCDE8	0x4FB3	# <CJK>
0xCDE9	0x4FDB	# <CJK>
0xCDEA	0x4FC7	# <CJK>
0xCDEB	0x4FD6	# <CJK>
0xCDEC	0x4FBA	# <CJK>
0xCDED	0x4FC0	# <CJK>
0xCDEE	0x4FB9	# <CJK>
0xCDEF	0x4FEC	# <CJK>
0xCDF0	0x5244	# <CJK>
0xCDF1	0x5249	# <CJK>
0xCDF2	0x52C0	# <CJK>
0xCDF3	0x52C2	# <CJK>
0xCDF4	0x533D	# <CJK>
0xCDF5	0x537C	# <CJK>
0xCDF6	0x5397	# <CJK>
0xCDF7	0x5396	# <CJK>
0xCDF8	0x5399	# <CJK>
0xCDF9	0x5398	# <CJK>
0xCDFA	0x54BA	# <CJK>
0xCDFB	0x54A1	# <CJK>
0xCDFC	0x54AD	# <CJK>
0xCDFD	0x54A5	# <CJK>
0xCDFE	0x54CF	# <CJK>
0xCE40	0x54C3	# <CJK>
0xCE41	0x830D	# <CJK>
0xCE42	0x54B7	# <CJK>
0xCE43	0x54AE	# <CJK>
0xCE44	0x54D6	# <CJK>
0xCE45	0x54B6	# <CJK>
0xCE46	0x54C5	# <CJK>
0xCE47	0x54C6	# <CJK>
0xCE48	0x54A0	# <CJK>
0xCE49	0x5470	# <CJK>
0xCE4A	0x54BC	# <CJK>
0xCE4B	0x54A2	# <CJK>
0xCE4C	0x54BE	# <CJK>
0xCE4D	0x5472	# <CJK>
0xCE4E	0x54DE	# <CJK>
0xCE4F	0x54B0	# <CJK>
0xCE50	0x57B5	# <CJK>
0xCE51	0x579E	# <CJK>
0xCE52	0x579F	# <CJK>
0xCE53	0x57A4	# <CJK>
0xCE54	0x578C	# <CJK>
0xCE55	0x5797	# <CJK>
0xCE56	0x579D	# <CJK>
0xCE57	0x579B	# <CJK>
0xCE58	0x5794	# <CJK>
0xCE59	0x5798	# <CJK>
0xCE5A	0x578F	# <CJK>
0xCE5B	0x5799	# <CJK>
0xCE5C	0x57A5	# <CJK>
0xCE5D	0x579A	# <CJK>
0xCE5E	0x5795	# <CJK>
0xCE5F	0x58F4	# <CJK>
0xCE60	0x590D	# <CJK>
0xCE61	0x5953	# <CJK>
0xCE62	0x59E1	# <CJK>
0xCE63	0x59DE	# <CJK>
0xCE64	0x59EE	# <CJK>
0xCE65	0x5A00	# <CJK>
0xCE66	0x59F1	# <CJK>
0xCE67	0x59DD	# <CJK>
0xCE68	0x59FA	# <CJK>
0xCE69	0x59FD	# <CJK>
0xCE6A	0x59FC	# <CJK>
0xCE6B	0x59F6	# <CJK>
0xCE6C	0x59E4	# <CJK>
0xCE6D	0x59F2	# <CJK>
0xCE6E	0x59F7	# <CJK>
0xCE6F	0x59DB	# <CJK>
0xCE70	0x59E9	# <CJK>
0xCE71	0x59F3	# <CJK>
0xCE72	0x59F5	# <CJK>
0xCE73	0x59E0	# <CJK>
0xCE74	0x59FE	# <CJK>
0xCE75	0x59F4	# <CJK>
0xCE76	0x59ED	# <CJK>
0xCE77	0x5BA8	# <CJK>
0xCE78	0x5C4C	# <CJK>
0xCE79	0x5CD0	# <CJK>
0xCE7A	0x5CD8	# <CJK>
0xCE7B	0x5CCC	# <CJK>
0xCE7C	0x5CD7	# <CJK>
0xCE7D	0x5CCB	# <CJK>
0xCE7E	0x5CDB	# <CJK>
0xCEA1	0x5CDE	# <CJK>
0xCEA2	0x5CDA	# <CJK>
0xCEA3	0x5CC9	# <CJK>
0xCEA4	0x5CC7	# <CJK>
0xCEA5	0x5CCA	# <CJK>
0xCEA6	0x5CD6	# <CJK>
0xCEA7	0x5CD3	# <CJK>
0xCEA8	0x5CD4	# <CJK>
0xCEA9	0x5CCF	# <CJK>
0xCEAA	0x5CC8	# <CJK>
0xCEAB	0x5CC6	# <CJK>
0xCEAC	0x5CCE	# <CJK>
0xCEAD	0x5CDF	# <CJK>
0xCEAE	0x5CF8	# <CJK>
0xCEAF	0x5DF9	# <CJK>
0xCEB0	0x5E21	# <CJK>
0xCEB1	0x5E22	# <CJK>
0xCEB2	0x5E23	# <CJK>
0xCEB3	0x5E20	# <CJK>
0xCEB4	0x5E24	# <CJK>
0xCEB5	0x5EB0	# <CJK>
0xCEB6	0x5EA4	# <CJK>
0xCEB7	0x5EA2	# <CJK>
0xCEB8	0x5E9B	# <CJK>
0xCEB9	0x5EA3	# <CJK>
0xCEBA	0x5EA5	# <CJK>
0xCEBB	0x5F07	# <CJK>
0xCEBC	0x5F2E	# <CJK>
0xCEBD	0x5F56	# <CJK>
0xCEBE	0x5F86	# <CJK>
0xCEBF	0x6037	# <CJK>
0xCEC0	0x6039	# <CJK>
0xCEC1	0x6054	# <CJK>
0xCEC2	0x6072	# <CJK>
0xCEC3	0x605E	# <CJK>
0xCEC4	0x6045	# <CJK>
0xCEC5	0x6053	# <CJK>
0xCEC6	0x6047	# <CJK>
0xCEC7	0x6049	# <CJK>
0xCEC8	0x605B	# <CJK>
0xCEC9	0x604C	# <CJK>
0xCECA	0x6040	# <CJK>
0xCECB	0x6042	# <CJK>
0xCECC	0x605F	# <CJK>
0xCECD	0x6024	# <CJK>
0xCECE	0x6044	# <CJK>
0xCECF	0x6058	# <CJK>
0xCED0	0x6066	# <CJK>
0xCED1	0x606E	# <CJK>
0xCED2	0x6242	# <CJK>
0xCED3	0x6243	# <CJK>
0xCED4	0x62CF	# <CJK>
0xCED5	0x630D	# <CJK>
0xCED6	0x630B	# <CJK>
0xCED7	0x62F5	# <CJK>
0xCED8	0x630E	# <CJK>
0xCED9	0x6303	# <CJK>
0xCEDA	0x62EB	# <CJK>
0xCEDB	0x62F9	# <CJK>
0xCEDC	0x630F	# <CJK>
0xCEDD	0x630C	# <CJK>
0xCEDE	0x62F8	# <CJK>
0xCEDF	0x62F6	# <CJK>
0xCEE0	0x6300	# <CJK>
0xCEE1	0x6313	# <CJK>
0xCEE2	0x6314	# <CJK>
0xCEE3	0x62FA	# <CJK>
0xCEE4	0x6315	# <CJK>
0xCEE5	0x62FB	# <CJK>
0xCEE6	0x62F0	# <CJK>
0xCEE7	0x6541	# <CJK>
0xCEE8	0x6543	# <CJK>
0xCEE9	0x65AA	# <CJK>
0xCEEA	0x65BF	# <CJK>
0xCEEB	0x6636	# <CJK>
0xCEEC	0x6621	# <CJK>
0xCEED	0x6632	# <CJK>
0xCEEE	0x6635	# <CJK>
0xCEEF	0x661C	# <CJK>
0xCEF0	0x6626	# <CJK>
0xCEF1	0x6622	# <CJK>
0xCEF2	0x6633	# <CJK>
0xCEF3	0x662B	# <CJK>
0xCEF4	0x663A	# <CJK>
0xCEF5	0x661D	# <CJK>
0xCEF6	0x6634	# <CJK>
0xCEF7	0x6639	# <CJK>
0xCEF8	0x662E	# <CJK>
0xCEF9	0x670F	# <CJK>
0xCEFA	0x6710	# <CJK>
0xCEFB	0x67C1	# <CJK>
0xCEFC	0x67F2	# <CJK>
0xCEFD	0x67C8	# <CJK>
0xCEFE	0x67BA	# <CJK>
0xCF40	0x67DC	# <CJK>
0xCF41	0x67BB	# <CJK>
0xCF42	0x67F8	# <CJK>
0xCF43	0x67D8	# <CJK>
0xCF44	0x67C0	# <CJK>
0xCF45	0x67B7	# <CJK>
0xCF46	0x67C5	# <CJK>
0xCF47	0x67EB	# <CJK>
0xCF48	0x67E4	# <CJK>
0xCF49	0x67DF	# <CJK>
0xCF4A	0x67B5	# <CJK>
0xCF4B	0x67CD	# <CJK>
0xCF4C	0x67B3	# <CJK>
0xCF4D	0x67F7	# <CJK>
0xCF4E	0x67F6	# <CJK>
0xCF4F	0x67EE	# <CJK>
0xCF50	0x67E3	# <CJK>
0xCF51	0x67C2	# <CJK>
