#
# $FreeBSD$
#
#	Name:             eucCN-80 to Unicode table (complete, hex format)
#	Based on the GB2312.TXT
#
#	General notes:
#
#	The following algorithms can be used to change the hex form
#		of GB2312 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#
0xA1A1	0x3000	# IDEOGRAPHIC SPACE
0xD0F2	0x5E8F	# <CJK>
0xD0F3	0x755C	# <CJK>
0xD0F4	0x6064	# <CJK>
0xD0F5	0x7D6E	# <CJK>
0xD0F6	0x5A7F	# <CJK>
0xD0F7	0x7EEA	# <CJK>
0xD0F8	0x7EED	# <CJK>
0xD0F9	0x8F69	# <CJK>
0xD0FA	0x55A7	# <CJK>
0xD0FB	0x5BA3	# <CJK>
0xD0FC	0x60AC	# <CJK>
0xD0FD	0x65CB	# <CJK>
0xD0FE	0x7384	# <CJK>
0xD1A1	0x9009	# <CJK>
0xD1A2	0x7663	# <CJK>
0xD1A3	0x7729	# <CJK>
0xD1A4	0x7EDA	# <CJK>
0xD1A5	0x9774	# <CJK>
0xD1A6	0x859B	# <CJK>
0xD1A7	0x5B66	# <CJK>
0xD1A8	0x7A74	# <CJK>
0xD1A9	0x96EA	# <CJK>
0xD1AA	0x8840	# <CJK>
0xD1AB	0x52CB	# <CJK>
0xD1AC	0x718F	# <CJK>
0xD1AD	0x5FAA	# <CJK>
0xD1AE	0x65EC	# <CJK>
0xD1AF	0x8BE2	# <CJK>
0xD1B0	0x5BFB	# <CJK>
0xD1B1	0x9A6F	# <CJK>
0xD1B2	0x5DE1	# <CJK>
0xD1B3	0x6B89	# <CJK>
0xD1B4	0x6C5B	# <CJK>
0xD1B5	0x8BAD	# <CJK>
0xD1B6	0x8BAF	# <CJK>
0xD1B7	0x900A	# <CJK>
0xD1B8	0x8FC5	# <CJK>
0xD1B9	0x538B	# <CJK>
0xD1BA	0x62BC	# <CJK>
0xD1BB	0x9E26	# <CJK>
0xD1BC	0x9E2D	# <CJK>
0xD1BD	0x5440	# <CJK>
0xD1BE	0x4E2B	# <CJK>
0xD1BF	0x82BD	# <CJK>
0xD1C0	0x7259	# <CJK>
0xD1C1	0x869C	# <CJK>
0xD1C2	0x5D16	# <CJK>
0xD1C3	0x8859	# <CJK>
0xD1C4	0x6DAF	# <CJK>
0xD1C5	0x96C5	# <CJK>
0xD1C6	0x54D1	# <CJK>
0xD1C7	0x4E9A	# <CJK>
0xD1C8	0x8BB6	# <CJK>
0xD1C9	0x7109	# <CJK>
0xD1CA	0x54BD	# <CJK>
0xD1CB	0x9609	# <CJK>
0xD1CC	0x70DF	# <CJK>
0xD1CD	0x6DF9	# <CJK>
0xD1CE	0x76D0	# <CJK>
0xD1CF	0x4E25	# <CJK>
0xD1D0	0x7814	# <CJK>
0xD1D1	0x8712	# <CJK>
0xD1D2	0x5CA9	# <CJK>
0xD1D3	0x5EF6	# <CJK>
0xD1D4	0x8A00	# <CJK>
0xD1D5	0x989C	# <CJK>
0xD1D6	0x960E	# <CJK>
0xD1D7	0x708E	# <CJK>
0xD1D8	0x6CBF	# <CJK>
0xD1D9	0x5944	# <CJK>
0xD1DA	0x63A9	# <CJK>
0xD1DB	0x773C	# <CJK>
0xD1DC	0x884D	# <CJK>
0xD1DD	0x6F14	# <CJK>
0xD1DE	0x8273	# <CJK>
0xD1DF	0x5830	# <CJK>
0xD1E0	0x71D5	# <CJK>
0xD1E1	0x538C	# <CJK>
0xD1E2	0x781A	# <CJK>
0xD1E3	0x96C1	# <CJK>
0xD1E4	0x5501	# <CJK>
0xD1E5	0x5F66	# <CJK>
0xD1E6	0x7130	# <CJK>
0xD1E7	0x5BB4	# <CJK>
0xD1E8	0x8C1A	# <CJK>
0xD1E9	0x9A8C	# <CJK>
0xD1EA	0x6B83	# <CJK>
0xD1EB	0x592E	# <CJK>
0xD1EC	0x9E2F	# <CJK>
0xD1ED	0x79E7	# <CJK>
0xD1EE	0x6768	# <CJK>
0xD1EF	0x626C	# <CJK>
0xD1F0	0x4F6F	# <CJK>
0xD1F1	0x75A1	# <CJK>
0xD1F2	0x7F8A	# <CJK>
0xD1F3	0x6D0B	# <CJK>
0xD1F4	0x9633	# <CJK>
0xD1F5	0x6C27	# <CJK>
0xD1F6	0x4EF0	# <CJK>
0xD1F7	0x75D2	# <CJK>
0xD1F8	0x517B	# <CJK>
0xD1F9	0x6837	# <CJK>
0xD1FA	0x6F3E	# <CJK>
0xD1FB	0x9080	# <CJK>
0xD1FC	0x8170	# <CJK>
0xD1FD	0x5996	# <CJK>
0xD1FE	0x7476	# <CJK>
0xD2A1	0x6447	# <CJK>
0xD2A2	0x5C27	# <CJK>
0xD2A3	0x9065	# <CJK>
0xD2A4	0x7A91	# <CJK>
0xD2A5	0x8C23	# <CJK>
0xD2A6	0x59DA	# <CJK>
0xD2A7	0x54AC	# <CJK>
0xD2A8	0x8200	# <CJK>
0xD2A9	0x836F	# <CJK>
0xD2AA	0x8981	# <CJK>
0xD2AB	0x8000	# <CJK>
0xD2AC	0x6930	# <CJK>
0xD2AD	0x564E	# <CJK>
0xD2AE	0x8036	# <CJK>
0xD2AF	0x7237	# <CJK>
0xD2B0	0x91CE	# <CJK>
0xD2B1	0x51B6	# <CJK>
0xD2B2	0x4E5F	# <CJK>
0xD2B3	0x9875	# <CJK>
0xD2B4	0x6396	# <CJK>
0xD2B5	0x4E1A	# <CJK>
0xD2B6	0x53F6	# <CJK>
0xD2B7	0x66F3	# <CJK>
0xD2B8	0x814B	# <CJK>
0xD2B9	0x591C	# <CJK>
0xD2BA	0x6DB2	# <CJK>
0xD2BB	0x4E00	# <CJK>
0xD2BC	0x58F9	# <CJK>
0xD2BD	0x533B	# <CJK>
0xD2BE	0x63D6	# <CJK>
0xD2BF	0x94F1	# <CJK>
0xD2C0	0x4F9D	# <CJK>
0xD2C1	0x4F0A	# <CJK>
0xD2C2	0x8863	# <CJK>
0xD2C3	0x9890	# <CJK>
0xD2C4	0x5937	# <CJK>
0xD2C5	0x9057	# <CJK>
0xD2C6	0x79FB	# <CJK>
0xD2C7	0x4EEA	# <CJK>
0xD2C8	0x80F0	# <CJK>
0xD2C9	0x7591	# <CJK>
0xD2CA	0x6C82	# <CJK>
0xD2CB	0x5B9C	# <CJK>
0xD2CC	0x59E8	# <CJK>
0xD2CD	0x5F5D	# <CJK>
0xD2CE	0x6905	# <CJK>
0xD2CF	0x8681	# <CJK>
0xD2D0	0x501A	# <CJK>
0xD2D1	0x5DF2	# <CJK>
0xD2D2	0x4E59	# <CJK>
0xD2D3	0x77E3	# <CJK>
0xD2D4	0x4EE5	# <CJK>
0xD2D5	0x827A	# <CJK>
0xD2D6	0x6291	# <CJK>
0xD2D7	0x6613	# <CJK>
0xD2D8	0x9091	# <CJK>
0xD2D9	0x5C79	# <CJK>
0xD2DA	0x4EBF	# <CJK>
0xD2DB	0x5F79	# <CJK>
0xD2DC	0x81C6	# <CJK>
0xD2DD	0x9038	# <CJK>
0xD2DE	0x8084	# <CJK>
0xD2DF	0x75AB	# <CJK>
0xD2E0	0x4EA6	# <CJK>
0xD2E1	0x88D4	# <CJK>
0xD2E2	0x610F	# <CJK>
0xD2E3	0x6BC5	# <CJK>
0xD2E4	0x5FC6	# <CJK>
0xD2E5	0x4E49	# <CJK>
0xD2E6	0x76CA	# <CJK>
0xD2E7	0x6EA2	# <CJK>
0xD2E8	0x8BE3	# <CJK>
0xD2E9	0x8BAE	# <CJK>
0xD2EA	0x8C0A	# <CJK>
0xD2EB	0x8BD1	# <CJK>
0xD2EC	0x5F02	# <CJK>
0xD2ED	0x7FFC	# <CJK>
0xD2EE	0x7FCC	# <CJK>
0xD2EF	0x7ECE	# <CJK>
0xD2F0	0x8335	# <CJK>
0xD2F1	0x836B	# <CJK>
0xD2F2	0x56E0	# <CJK>
0xD2F3	0x6BB7	# <CJK>
0xD2F4	0x97F3	# <CJK>
0xD2F5	0x9634	# <CJK>
0xD2F6	0x59FB	# <CJK>
0xD2F7	0x541F	# <CJK>
0xD2F8	0x94F6	# <CJK>
0xD2F9	0x6DEB	# <CJK>
0xD2FA	0x5BC5	# <CJK>
0xD2FB	0x996E	# <CJK>
0xD2FC	0x5C39	# <CJK>
0xD2FD	0x5F15	# <CJK>
0xD2FE	0x9690	# <CJK>
0xD3A1	0x5370	# <CJK>
0xD3A2	0x82F1	# <CJK>
0xD3A3	0x6A31	# <CJK>
0xD3A4	0x5A74	# <CJK>
0xD3A5	0x9E70	# <CJK>
0xD3A6	0x5E94	# <CJK>
0xD3A7	0x7F28	# <CJK>
0xD3A8	0x83B9	# <CJK>
0xD3A9	0x8424	# <CJK>
0xD3AA	0x8425	# <CJK>
0xD3AB	0x8367	# <CJK>
0xD3AC	0x8747	# <CJK>
0xD3AD	0x8FCE	# <CJK>
0xD3AE	0x8D62	# <CJK>
0xD3AF	0x76C8	# <CJK>
0xD3B0	0x5F71	# <CJK>
0xD3B1	0x9896	# <CJK>
0xD3B2	0x786C	# <CJK>
0xD3B3	0x6620	# <CJK>
0xD3B4	0x54DF	# <CJK>
0xD3B5	0x62E5	# <CJK>
0xD3B6	0x4F63	# <CJK>
0xD3B7	0x81C3	# <CJK>
0xD3B8	0x75C8	# <CJK>
0xD3B9	0x5EB8	# <CJK>
0xD3BA	0x96CD	# <CJK>
0xD3BB	0x8E0A	# <CJK>
0xD3BC	0x86F9	# <CJK>
0xD3BD	0x548F	# <CJK>
0xD3BE	0x6CF3	# <CJK>
0xD3BF	0x6D8C	# <CJK>
0xD3C0	0x6C38	# <CJK>
0xD3C1	0x607F	# <CJK>
0xD3C2	0x52C7	# <CJK>
0xD3C3	0x7528	# <CJK>
0xD3C4	0x5E7D	# <CJK>
0xD3C5	0x4F18	# <CJK>
0xD3C6	0x60A0	# <CJK>
0xD3C7	0x5FE7	# <CJK>
0xD3C8	0x5C24	# <CJK>
0xD3C9	0x7531	# <CJK>
0xD3CA	0x90AE	# <CJK>
0xD3CB	0x94C0	# <CJK>
0xD3CC	0x72B9	# <CJK>
0xD3CD	0x6CB9	# <CJK>
0xD3CE	0x6E38	# <CJK>
0xD3CF	0x9149	# <CJK>
0xD3D0	0x6709	# <CJK>
0xD3D1	0x53CB	# <CJK>
0xD3D2	0x53F3	# <CJK>
0xD3D3	0x4F51	# <CJK>
0xD3D4	0x91C9	# <CJK>
0xD3D5	0x8BF1	# <CJK>
0xD3D6	0x53C8	# <CJK>
0xD3D7	0x5E7C	# <CJK>
0xD3D8	0x8FC2	# <CJK>
0xD3D9	0x6DE4	# <CJK>
0xD3DA	0x4E8E	# <CJK>
0xD3DB	0x76C2	# <CJK>
0xD3DC	0x6986	# <CJK>
0xD3DD	0x865E	# <CJK>
0xD3DE	0x611A	# <CJK>
0xD3DF	0x8206	# <CJK>
0xD3E0	0x4F59	# <CJK>
0xD3E1	0x4FDE	# <CJK>
0xD3E2	0x903E	# <CJK>
0xD3E3	0x9C7C	# <CJK>
0xD3E4	0x6109	# <CJK>
0xD3E5	0x6E1D	# <CJK>
0xD3E6	0x6E14	# <CJK>
0xD3E7	0x9685	# <CJK>
0xD3E8	0x4E88	# <CJK>
0xD3E9	0x5A31	# <CJK>
0xD3EA	0x96E8	# <CJK>
0xD3EB	0x4E0E	# <CJK>
0xD3EC	0x5C7F	# <CJK>
0xD3ED	0x79B9	# <CJK>
0xD3EE	0x5B87	# <CJK>
0xD3EF	0x8BED	# <CJK>
0xD3F0	0x7FBD	# <CJK>
0xD3F1	0x7389	# <CJK>
0xD3F2	0x57DF	# <CJK>
0xD3F3	0x828B	# <CJK>
0xD3F4	0x90C1	# <CJK>
0xD3F5	0x5401	# <CJK>
0xD3F6	0x9047	# <CJK>
0xD3F7	0x55BB	# <CJK>
0xD3F8	0x5CEA	# <CJK>
0xD3F9	0x5FA1	# <CJK>
0xD3FA	0x6108	# <CJK>
0xD3FB	0x6B32	# <CJK>
0xD3FC	0x72F1	# <CJK>
0xD3FD	0x80B2	# <CJK>
0xD3FE	0x8A89	# <CJK>
0xD4A1	0x6D74	# <CJK>
0xD4A2	0x5BD3	# <CJK>
0xD4A3	0x88D5	# <CJK>
0xD4A4	0x9884	# <CJK>
0xD4A5	0x8C6B	# <CJK>
0xD4A6	0x9A6D	# <CJK>
0xD4A7	0x9E33	# <CJK>
0xD4A8	0x6E0A	# <CJK>
0xD4A9	0x51A4	# <CJK>
0xD4AA	0x5143	# <CJK>
0xD4AB	0x57A3	# <CJK>
0xD4AC	0x8881	# <CJK>
0xD4AD	0x539F	# <CJK>
0xD4AE	0x63F4	# <CJK>
0xD4AF	0x8F95	# <CJK>
0xD4B0	0x56ED	# <CJK>
0xD4B1	0x5458	# <CJK>
0xD4B2	0x5706	# <CJK>
0xD4B3	0x733F	# <CJK>
0xD4B4	0x6E90	# <CJK>
0xD4B5	0x7F18	# <CJK>
0xD4B6	0x8FDC	# <CJK>
0xD4B7	0x82D1	# <CJK>
0xD4B8	0x613F	# <CJK>
0xD4B9	0x6028	# <CJK>
0xD4BA	0x9662	# <CJK>
0xD4BB	0x66F0	# <CJK>
0xD4BC	0x7EA6	# <CJK>
0xD4BD	0x8D8A	# <CJK>
0xD4BE	0x8DC3	# <CJK>
0xD4BF	0x94A5	# <CJK>
0xD4C0	0x5CB3	# <CJK>
0xD4C1	0x7CA4	# <CJK>
0xD4C2	0x6708	# <CJK>
0xD4C3	0x60A6	# <CJK>
0xD4C4	0x9605	# <CJK>
0xD4C5	0x8018	# <CJK>
0xD4C6	0x4E91	# <CJK>
0xD4C7	0x90E7	# <CJK>
0xD4C8	0x5300	# <CJK>
0xD4C9	0x9668	# <CJK>
0xD4CA	0x5141	# <CJK>
0xD4CB	0x8FD0	# <CJK>
0xD4CC	0x8574	# <CJK>
0xD4CD	0x915D	# <CJK>
0xD4CE	0x6655	# <CJK>
0xD4CF	0x97F5	# <CJK>
0xD4D0	0x5B55	# <CJK>
0xD4D1	0x531D	# <CJK>
0xD4D2	0x7838	# <CJK>
0xD4D3	0x6742	# <CJK>
0xD4D4	0x683D	# <CJK>
0xD4D5	0x54C9	# <CJK>
0xD4D6	0x707E	# <CJK>
0xD4D7	0x5BB0	# <CJK>
0xD4D8	0x8F7D	# <CJK>
0xD4D9	0x518D	# <CJK>
0xD4DA	0x5728	# <CJK>
0xD4DB	0x54B1	# <CJK>
0xD4DC	0x6512	# <CJK>
0xD4DD	0x6682	# <CJK>
0xD4DE	0x8D5E	# <CJK>
0xD4DF	0x8D43	# <CJK>
0xD4E0	0x810F	# <CJK>
0xD4E1	0x846C	# <CJK>
0xD4E2	0x906D	# <CJK>
0xD4E3	0x7CDF	# <CJK>
0xD4E4	0x51FF	# <CJK>
0xD4E5	0x85FB	# <CJK>
0xD4E6	0x67A3	# <CJK>
0xD4E7	0x65E9	# <CJK>
0xD4E8	0x6FA1	# <CJK>
0xD4E9	0x86A4	# <CJK>
0xD4EA	0x8E81	# <CJK>
0xD4EB	0x566A	# <CJK>
0xD4EC	0x9020	# <CJK>
0xD4ED	0x7682	# <CJK>
0xD4EE	0x7076	# <CJK>
0xD4EF	0x71E5	# <CJK>
0xD4F0	0x8D23	# <CJK>
0xD4F1	0x62E9	# <CJK>
0xD4F2	0x5219	# <CJK>
0xD4F3	0x6CFD	# <CJK>
0xD4F4	0x8D3C	# <CJK>
0xD4F5	0x600E	# <CJK>
0xD4F6	0x589E	# <CJK>
0xD4F7	0x618E	# <CJK>
0xD4F8	0x66FE	# <CJK>
0xD4F9	0x8D60	# <CJK>
0xD4FA	0x624E	# <CJK>
0xD4FB	0x55B3	# <CJK>
0xD4FC	0x6E23	# <CJK>
0xD4FD	0x672D	# <CJK>
0xD4FE	0x8F67	# <CJK>
0xD5A1	0x94E1	# <CJK>
0xD5A2	0x95F8	# <CJK>
0xD5A3	0x7728	# <CJK>
0xD5A4	0x6805	# <CJK>
0xD5A5	0x69A8	# <CJK>
0xD5A6	0x548B	# <CJK>
0xD5A7	0x4E4D	# <CJK>
0xD5A8	0x70B8	# <CJK>
0xD5A9	0x8BC8	# <CJK>
0xD5AA	0x6458	# <CJK>
0xD5AB	0x658B	# <CJK>
0xD5AC	0x5B85	# <CJK>
0xD5AD	0x7A84	# <CJK>
0xD5AE	0x503A	# <CJK>
0xD5AF	0x5BE8	# <CJK>
0xD5B0	0x77BB	# <CJK>
0xD5B1	0x6BE1	# <CJK>
0xD5B2	0x8A79	# <CJK>
0xD5B3	0x7C98	# <CJK>
0xD5B4	0x6CBE	# <CJK>
0xD5B5	0x76CF	# <CJK>
0xD5B6	0x65A9	# <CJK>
0xD5B7	0x8F97	# <CJK>
0xD5B8	0x5D2D	# <CJK>
0xD5B9	0x5C55	# <CJK>
0xD5BA	0x8638	# <CJK>
0xD5BB	0x6808	# <CJK>
0xD5BC	0x5360	# <CJK>
0xD5BD	0x6218	# <CJK>
0xD5BE	0x7AD9	# <CJK>
0xD5BF	0x6E5B	# <CJK>
0xD5C0	0x7EFD	# <CJK>
0xD5C1	0x6A1F	# <CJK>
0xD5C2	0x7AE0	# <CJK>
0xD5C3	0x5F70	# <CJK>
0xD5C4	0x6F33	# <CJK>
0xD5C5	0x5F20	# <CJK>
0xD5C6	0x638C	# <CJK>
0xD5C7	0x6DA8	# <CJK>
0xD5C8	0x6756	# <CJK>
0xD5C9	0x4E08	# <CJK>
0xD5CA	0x5E10	# <CJK>
0xD5CB	0x8D26	# <CJK>
0xD5CC	0x4ED7	# <CJK>
0xD5CD	0x80C0	# <CJK>
0xD5CE	0x7634	# <CJK>
0xD5CF	0x969C	# <CJK>
0xD5D0	0x62DB	# <CJK>
0xD5D1	0x662D	# <CJK>
0xD5D2	0x627E	# <CJK>
0xD5D3	0x6CBC	# <CJK>
0xD5D4	0x8D75	# <CJK>
0xD5D5	0x7167	# <CJK>
0xD5D6	0x7F69	# <CJK>
0xD5D7	0x5146	# <CJK>
0xD5D8	0x8087	# <CJK>
0xD5D9	0x53EC	# <CJK>
0xD5DA	0x906E	# <CJK>
0xD5DB	0x6298	# <CJK>
0xD5DC	0x54F2	# <CJK>
0xD5DD	0x86F0	# <CJK>
0xD5DE	0x8F99	# <CJK>
0xD5DF	0x8005	# <CJK>
0xD5E0	0x9517	# <CJK>
0xD5E1	0x8517	# <CJK>
0xD5E2	0x8FD9	# <CJK>
0xD5E3	0x6D59	# <CJK>
0xD5E4	0x73CD	# <CJK>
0xD5E5	0x659F	# <CJK>
0xD5E6	0x771F	# <CJK>
0xD5E7	0x7504	# <CJK>
0xD5E8	0x7827	# <CJK>
0xD5E9	0x81FB	# <CJK>
0xD5EA	0x8D1E	# <CJK>
0xD5EB	0x9488	# <CJK>
0xD5EC	0x4FA6	# <CJK>
0xD5ED	0x6795	# <CJK>
0xD5EE	0x75B9	# <CJK>
0xD5EF	0x8BCA	# <CJK>
0xD5F0	0x9707	# <CJK>
0xD5F1	0x632F	# <CJK>
0xD5F2	0x9547	# <CJK>
0xD5F3	0x9635	# <CJK>
0xD5F4	0x84B8	# <CJK>
0xD5F5	0x6323	# <CJK>
0xD5F6	0x7741	# <CJK>
0xD5F7	0x5F81	# <CJK>
0xD5F8	0x72F0	# <CJK>
0xD5F9	0x4E89	# <CJK>
0xD5FA	0x6014	# <CJK>
0xD5FB	0x6574	# <CJK>
0xD5FC	0x62EF	# <CJK>
0xD5FD	0x6B63	# <CJK>
0xD5FE	0x653F	# <CJK>
0xD6A1	0x5E27	# <CJK>
0xD6A2	0x75C7	# <CJK>
0xD6A3	0x90D1	# <CJK>
0xD6A4	0x8BC1	# <CJK>
0xD6A5	0x829D	# <CJK>
0xD6A6	0x679D	# <CJK>
0xD6A7	0x652F	# <CJK>
0xD6A8	0x5431	# <CJK>
0xD6A9	0x8718	# <CJK>
0xD6AA	0x77E5	# <CJK>
0xD6AB	0x80A2	# <CJK>
0xD6AC	0x8102	# <CJK>
0xD6AD	0x6C41	# <CJK>
0xD6AE	0x4E4B	# <CJK>
0xD6AF	0x7EC7	# <CJK>
0xD6B0	0x804C	# <CJK>
0xD6B1	0x76F4	# <CJK>
0xD6B2	0x690D	# <CJK>
0xD6B3	0x6B96	# <CJK>
0xD6B4	0x6267	# <CJK>
0xD6B5	0x503C	# <CJK>
0xD6B6	0x4F84	# <CJK>
0xD6B7	0x5740	# <CJK>
0xD6B8	0x6307	# <CJK>
0xD6B9	0x6B62	# <CJK>
0xD6BA	0x8DBE	# <CJK>
0xD6BB	0x53EA	# <CJK>
0xD6BC	0x65E8	# <CJK>
0xD6BD	0x7EB8	# <CJK>
0xD6BE	0x5FD7	# <CJK>
0xD6BF	0x631A	# <CJK>
0xD6C0	0x63B7	# <CJK>
0xD6C1	0x81F3	# <CJK>
0xD6C2	0x81F4	# <CJK>
0xD6C3	0x7F6E	# <CJK>
0xD6C4	0x5E1C	# <CJK>
0xD6C5	0x5CD9	# <CJK>
0xD6C6	0x5236	# <CJK>
0xD6C7	0x667A	# <CJK>
0xD6C8	0x79E9	# <CJK>
0xD6C9	0x7A1A	# <CJK>
0xD6CA	0x8D28	# <CJK>
0xD6CB	0x7099	# <CJK>
0xD6CC	0x75D4	# <CJK>
0xD6CD	0x6EDE	# <CJK>
0xD6CE	0x6CBB	# <CJK>
0xD6CF	0x7A92	# <CJK>
0xD6D0	0x4E2D	# <CJK>
0xD6D1	0x76C5	# <CJK>
0xD6D2	0x5FE0	# <CJK>
0xD6D3	0x949F	# <CJK>
0xD6D4	0x8877	# <CJK>
0xD6D5	0x7EC8	# <CJK>
0xD6D6	0x79CD	# <CJK>
0xD6D7	0x80BF	# <CJK>
0xD6D8	0x91CD	# <CJK>
0xD6D9	0x4EF2	# <CJK>
0xD6DA	0x4F17	# <CJK>
0xD6DB	0x821F	# <CJK>
0xD6DC	0x5468	# <CJK>
0xD6DD	0x5DDE	# <CJK>
0xD6DE	0x6D32	# <CJK>
0xD6DF	0x8BCC	# <CJK>
0xD6E0	0x7CA5	# <CJK>
0xD6E1	0x8F74	# <CJK>
0xD6E2	0x8098	# <CJK>
0xD6E3	0x5E1A	# <CJK>
0xD6E4	0x5492	# <CJK>
0xD6E5	0x76B1	# <CJK>
0xD6E6	0x5B99	# <CJK>
0xD6E7	0x663C	# <CJK>
0xD6E8	0x9AA4	# <CJK>
0xD6E9	0x73E0	# <CJK>
0xD6EA	0x682A	# <CJK>
0xD6EB	0x86DB	# <CJK>
0xD6EC	0x6731	# <CJK>
0xD6ED	0x732A	# <CJK>
0xD6EE	0x8BF8	# <CJK>
0xD6EF	0x8BDB	# <CJK>
0xD6F0	0x9010	# <CJK>
0xD6F1	0x7AF9	# <CJK>
0xD6F2	0x70DB	# <CJK>
0xD6F3	0x716E	# <CJK>
0xD6F4	0x62C4	# <CJK>
0xD6F5	0x77A9	# <CJK>
0xD6F6	0x5631	# <CJK>
0xD6F7	0x4E3B	# <CJK>
0xD6F8	0x8457	# <CJK>
0xD6F9	0x67F1	# <CJK>
0xD6FA	0x52A9	# <CJK>
0xD6FB	0x86C0	# <CJK>
0xD6FC	0x8D2E	# <CJK>
0xD6FD	0x94F8	# <CJK>
0xD6FE	0x7B51	# <CJK>
0xD7A1	0x4F4F	# <CJK>
0xD7A2	0x6CE8	# <CJK>
0xD7A3	0x795D	# <CJK>
0xD7A4	0x9A7B	# <CJK>
0xD7A5	0x6293	# <CJK>
0xD7A6	0x722A	# <CJK>
0xD7A7	0x62FD	# <CJK>
0xD7A8	0x4E13	# <CJK>
0xD7A9	0x7816	# <CJK>
0xD7AA	0x8F6C	# <CJK>
0xD7AB	0x64B0	# <CJK>
0xD7AC	0x8D5A	# <CJK>
0xD7AD	0x7BC6	# <CJK>
0xD7AE	0x6869	# <CJK>
0xD7AF	0x5E84	# <CJK>
0xD7B0	0x88C5	# <CJK>
0xD7B1	0x5986	# <CJK>
0xD7B2	0x649E	# <CJK>
0xD7B3	0x58EE	# <CJK>
0xD7B4	0x72B6	# <CJK>
0xD7B5	0x690E	# <CJK>
0xD7B6	0x9525	# <CJK>
0xD7B7	0x8FFD	# <CJK>
0xD7B8	0x8D58	# <CJK>
0xD7B9	0x5760	# <CJK>
0xD7BA	0x7F00	# <CJK>
0xD7BB	0x8C06	# <CJK>
0xD7BC	0x51C6	# <CJK>
0xD7BD	0x6349	# <CJK>
0xD7BE	0x62D9	# <CJK>
0xD7BF	0x5353	# <CJK>
0xD7C0	0x684C	# <CJK>
0xD7C1	0x7422	# <CJK>
0xD7C2	0x8301	# <CJK>
0xD7C3	0x914C	# <CJK>
0xD7C4	0x5544	# <CJK>
0xD7C5	0x7740	# <CJK>
0xD7C6	0x707C	# <CJK>
0xD7C7	0x6D4A	# <CJK>
0xD7C8	0x5179	# <CJK>
0xD7C9	0x54A8	# <CJK>
0xD7CA	0x8D44	# <CJK>
0xD7CB	0x59FF	# <CJK>
0xD7CC	0x6ECB	# <CJK>
0xD7CD	0x6DC4	# <CJK>
0xD7CE	0x5B5C	# <CJK>
0xD7CF	0x7D2B	# <CJK>
0xD7D0	0x4ED4	# <CJK>
0xD7D1	0x7C7D	# <CJK>
0xD7D2	0x6ED3	# <CJK>
0xD7D3	0x5B50	# <CJK>
0xD7D4	0x81EA	# <CJK>
0xD7D5	0x6E0D	# <CJK>
0xD7D6	0x5B57	# <CJK>
0xD7D7	0x9B03	# <CJK>
0xD7D8	0x68D5	# <CJK>
0xD7D9	0x8E2A	# <CJK>
0xD7DA	0x5B97	# <CJK>
0xD7DB	0x7EFC	# <CJK>
0xD7DC	0x603B	# <CJK>
0xD7DD	0x7EB5	# <CJK>
0xD7DE	0x90B9	# <CJK>
0xD7DF	0x8D70	# <CJK>
0xD7E0	0x594F	# <CJK>
0xD7E1	0x63CD	# <CJK>
0xD7E2	0x79DF	# <CJK>
0xD7E3	0x8DB3	# <CJK>
0xD7E4	0x5352	# <CJK>
0xD7E5	0x65CF	# <CJK>
0xD7E6	0x7956	# <CJK>
0xD7E7	0x8BC5	# <CJK>
0xD7E8	0x963B	# <CJK>
0xD7E9	0x7EC4	# <CJK>
0xD7EA	0x94BB	# <CJK>
0xD7EB	0x7E82	# <CJK>
0xD7EC	0x5634	# <CJK>
0xD7ED	0x9189	# <CJK>
0xD7EE	0x6700	# <CJK>
0xD7EF	0x7F6A	# <CJK>
0xD7F0	0x5C0A	# <CJK>
0xD7F1	0x9075	# <CJK>
0xD7F2	0x6628	# <CJK>
0xD7F3	0x5DE6	# <CJK>
0xD7F4	0x4F50	# <CJK>
0xD7F5	0x67DE	# <CJK>
0xD7F6	0x505A	# <CJK>
0xD7F7	0x4F5C	# <CJK>
0xD7F8	0x5750	# <CJK>
0xD7F9	0x5EA7	# <CJK>
0xD8A1	0x4E8D	# <CJK>
0xD8A2	0x4E0C	# <CJK>
0xD8A3	0x5140	# <CJK>
0xD8A4	0x4E10	# <CJK>
0xD8A5	0x5EFF	# <CJK>
0xD8A6	0x5345	# <CJK>
0xD8A7	0x4E15	# <CJK>
0xD8A8	0x4E98	# <CJK>
0xD8A9	0x4E1E	# <CJK>
0xD8AA	0x9B32	# <CJK>
0xD8AB	0x5B6C	# <CJK>
0xD8AC	0x5669	# <CJK>
0xD8AD	0x4E28	# <CJK>
0xD8AE	0x79BA	# <CJK>
0xD8AF	0x4E3F	# <CJK>
0xD8B0	0x5315	# <CJK>
0xD8B1	0x4E47	# <CJK>
0xD8B2	0x592D	# <CJK>
0xD8B3	0x723B	# <CJK>
0xD8B4	0x536E	# <CJK>
0xD8B5	0x6C10	# <CJK>
0xD8B6	0x56DF	# <CJK>
0xD8B7	0x80E4	# <CJK>
0xD8B8	0x9997	# <CJK>
0xD8B9	0x6BD3	# <CJK>
0xD8BA	0x777E	# <CJK>
0xD8BB	0x9F17	# <CJK>
0xD8BC	0x4E36	# <CJK>
0xD8BD	0x4E9F	# <CJK>
0xD8BE	0x9F10	# <CJK>
