#
# $FreeBSD$
#
#	Name:             GB2312-80 to Unicode table (complete, hex format)
#	Unicode version:  3.0
#	Table version:    1.0
#	Table format:     Format A
#	Date:             1999 October 8
#	Author:           Ken Whistler <kenw@sybase.com>
#       Original authors: Glenn Adams, John H. Jenkin <jenkins@apple.com>
#
#	Copyright (c) 1991-1999 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on optical media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Unicode, Inc. hereby grants the right to freely use the information
#	supplied in this file in the creation of products supporting the
#	Unicode Standard, and to make copies of this file in any form for
#	internal or external distribution as long as this notice remains
#	attached.
#
#	General notes:
#
#	This table contains the datathe Unicode Consortium currently has on how
#       GB2312-80 characters map into Unicode.
#
#	Format:  Three tab-separated columns
#		 Column #1 is the GB2312 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3 the Unicode name (follows a comment sign, '#')
#					The official names for Unicode characters U+4E00
#					to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#					where XXXX is the code point.  Including all these
#					names in this file increases its size substantially
#					and needlessly.  The token "<CJK>" is used for the
#					name of these characters.  If necessary, it can be
#					expanded algorithmically by a parser or editor.
#
#	The entries are in GB2312 order
#
#	The following algorithms can be used to change the hex form
#		of GB2312 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#		To change hex to kuten form, first subtract 0x2020.  Then
#			the high and low bytes correspond to the ku and ten of
#			the kuten form.  For example, 0x2121 -> 0x0101 -> 0101;
#			0x777E -> 0x575E -> 8794
#
#	Version history
#	1.0 version updates 0.0d2 version by correcting mapping for 0x212C
#             from U+2225 to U+2016.
#
#	Updated versions of this file may be found in:
#		<ftp://ftp.unicode.org/Public/MAPPINGS/>
#
#	Any comments or problems, contact <errata@unicode.orgm>
#	Please note that <errata@unicode.org> is an archival address;
#	notices will be checked, but do not expect an immediate response.
#
#
0x2121	0x3000	# IDEOGRAPHIC SPACE
0x5043	0x5FFB	# <CJK>
0x5044	0x5FC3	# <CJK>
0x5045	0x4FE1	# <CJK>
0x5046	0x8845	# <CJK>
0x5047	0x661F	# <CJK>
0x5048	0x8165	# <CJK>
0x5049	0x7329	# <CJK>
0x504A	0x60FA	# <CJK>
0x504B	0x5174	# <CJK>
0x504C	0x5211	# <CJK>
0x504D	0x578B	# <CJK>
0x504E	0x5F62	# <CJK>
0x504F	0x90A2	# <CJK>
0x5050	0x884C	# <CJK>
0x5051	0x9192	# <CJK>
0x5052	0x5E78	# <CJK>
0x5053	0x674F	# <CJK>
0x5054	0x6027	# <CJK>
0x5055	0x59D3	# <CJK>
0x5056	0x5144	# <CJK>
0x5057	0x51F6	# <CJK>
0x5058	0x80F8	# <CJK>
0x5059	0x5308	# <CJK>
0x505A	0x6C79	# <CJK>
0x505B	0x96C4	# <CJK>
0x505C	0x718A	# <CJK>
0x505D	0x4F11	# <CJK>
0x505E	0x4FEE	# <CJK>
0x505F	0x7F9E	# <CJK>
0x5060	0x673D	# <CJK>
0x5061	0x55C5	# <CJK>
0x5062	0x9508	# <CJK>
0x5063	0x79C0	# <CJK>
0x5064	0x8896	# <CJK>
0x5065	0x7EE3	# <CJK>
0x5066	0x589F	# <CJK>
0x5067	0x620C	# <CJK>
0x5068	0x9700	# <CJK>
0x5069	0x865A	# <CJK>
0x506A	0x5618	# <CJK>
0x506B	0x987B	# <CJK>
0x506C	0x5F90	# <CJK>
0x506D	0x8BB8	# <CJK>
0x506E	0x84C4	# <CJK>
0x506F	0x9157	# <CJK>
0x5070	0x53D9	# <CJK>
0x5071	0x65ED	# <CJK>
0x5072	0x5E8F	# <CJK>
0x5073	0x755C	# <CJK>
0x5074	0x6064	# <CJK>
0x5075	0x7D6E	# <CJK>
0x5076	0x5A7F	# <CJK>
0x5077	0x7EEA	# <CJK>
0x5078	0x7EED	# <CJK>
0x5079	0x8F69	# <CJK>
0x507A	0x55A7	# <CJK>
0x507B	0x5BA3	# <CJK>
0x507C	0x60AC	# <CJK>
0x507D	0x65CB	# <CJK>
0x507E	0x7384	# <CJK>
0x5121	0x9009	# <CJK>
0x5122	0x7663	# <CJK>
0x5123	0x7729	# <CJK>
0x5124	0x7EDA	# <CJK>
0x5125	0x9774	# <CJK>
0x5126	0x859B	# <CJK>
0x5127	0x5B66	# <CJK>
0x5128	0x7A74	# <CJK>
0x5129	0x96EA	# <CJK>
0x512A	0x8840	# <CJK>
0x512B	0x52CB	# <CJK>
0x512C	0x718F	# <CJK>
0x512D	0x5FAA	# <CJK>
0x512E	0x65EC	# <CJK>
0x512F	0x8BE2	# <CJK>
0x5130	0x5BFB	# <CJK>
0x5131	0x9A6F	# <CJK>
0x5132	0x5DE1	# <CJK>
0x5133	0x6B89	# <CJK>
0x5134	0x6C5B	# <CJK>
0x5135	0x8BAD	# <CJK>
0x5136	0x8BAF	# <CJK>
0x5137	0x900A	# <CJK>
0x5138	0x8FC5	# <CJK>
0x5139	0x538B	# <CJK>
0x513A	0x62BC	# <CJK>
0x513B	0x9E26	# <CJK>
0x513C	0x9E2D	# <CJK>
0x513D	0x5440	# <CJK>
0x513E	0x4E2B	# <CJK>
0x513F	0x82BD	# <CJK>
0x5140	0x7259	# <CJK>
0x5141	0x869C	# <CJK>
0x5142	0x5D16	# <CJK>
0x5143	0x8859	# <CJK>
0x5144	0x6DAF	# <CJK>
0x5145	0x96C5	# <CJK>
0x5146	0x54D1	# <CJK>
0x5147	0x4E9A	# <CJK>
0x5148	0x8BB6	# <CJK>
0x5149	0x7109	# <CJK>
0x514A	0x54BD	# <CJK>
0x514B	0x9609	# <CJK>
0x514C	0x70DF	# <CJK>
0x514D	0x6DF9	# <CJK>
0x514E	0x76D0	# <CJK>
0x514F	0x4E25	# <CJK>
0x5150	0x7814	# <CJK>
0x5151	0x8712	# <CJK>
0x5152	0x5CA9	# <CJK>
0x5153	0x5EF6	# <CJK>
0x5154	0x8A00	# <CJK>
0x5155	0x989C	# <CJK>
0x5156	0x960E	# <CJK>
0x5157	0x708E	# <CJK>
0x5158	0x6CBF	# <CJK>
0x5159	0x5944	# <CJK>
0x515A	0x63A9	# <CJK>
0x515B	0x773C	# <CJK>
0x515C	0x884D	# <CJK>
0x515D	0x6F14	# <CJK>
0x515E	0x8273	# <CJK>
0x515F	0x5830	# <CJK>
0x5160	0x71D5	# <CJK>
0x5161	0x538C	# <CJK>
0x5162	0x781A	# <CJK>
0x5163	0x96C1	# <CJK>
0x5164	0x5501	# <CJK>
0x5165	0x5F66	# <CJK>
0x5166	0x7130	# <CJK>
0x5167	0x5BB4	# <CJK>
0x5168	0x8C1A	# <CJK>
0x5169	0x9A8C	# <CJK>
0x516A	0x6B83	# <CJK>
0x516B	0x592E	# <CJK>
0x516C	0x9E2F	# <CJK>
0x516D	0x79E7	# <CJK>
0x516E	0x6768	# <CJK>
0x516F	0x626C	# <CJK>
0x5170	0x4F6F	# <CJK>
0x5171	0x75A1	# <CJK>
0x5172	0x7F8A	# <CJK>
0x5173	0x6D0B	# <CJK>
0x5174	0x9633	# <CJK>
0x5175	0x6C27	# <CJK>
0x5176	0x4EF0	# <CJK>
0x5177	0x75D2	# <CJK>
0x5178	0x517B	# <CJK>
0x5179	0x6837	# <CJK>
0x517A	0x6F3E	# <CJK>
0x517B	0x9080	# <CJK>
0x517C	0x8170	# <CJK>
0x517D	0x5996	# <CJK>
0x517E	0x7476	# <CJK>
0x5221	0x6447	# <CJK>
0x5222	0x5C27	# <CJK>
0x5223	0x9065	# <CJK>
0x5224	0x7A91	# <CJK>
0x5225	0x8C23	# <CJK>
0x5226	0x59DA	# <CJK>
0x5227	0x54AC	# <CJK>
0x5228	0x8200	# <CJK>
0x5229	0x836F	# <CJK>
0x522A	0x8981	# <CJK>
0x522B	0x8000	# <CJK>
0x522C	0x6930	# <CJK>
0x522D	0x564E	# <CJK>
0x522E	0x8036	# <CJK>
0x522F	0x7237	# <CJK>
0x5230	0x91CE	# <CJK>
0x5231	0x51B6	# <CJK>
0x5232	0x4E5F	# <CJK>
0x5233	0x9875	# <CJK>
0x5234	0x6396	# <CJK>
0x5235	0x4E1A	# <CJK>
0x5236	0x53F6	# <CJK>
0x5237	0x66F3	# <CJK>
0x5238	0x814B	# <CJK>
0x5239	0x591C	# <CJK>
0x523A	0x6DB2	# <CJK>
0x523B	0x4E00	# <CJK>
0x523C	0x58F9	# <CJK>
0x523D	0x533B	# <CJK>
0x523E	0x63D6	# <CJK>
0x523F	0x94F1	# <CJK>
0x5240	0x4F9D	# <CJK>
0x5241	0x4F0A	# <CJK>
0x5242	0x8863	# <CJK>
0x5243	0x9890	# <CJK>
0x5244	0x5937	# <CJK>
0x5245	0x9057	# <CJK>
0x5246	0x79FB	# <CJK>
0x5247	0x4EEA	# <CJK>
0x5248	0x80F0	# <CJK>
0x5249	0x7591	# <CJK>
0x524A	0x6C82	# <CJK>
0x524B	0x5B9C	# <CJK>
0x524C	0x59E8	# <CJK>
0x524D	0x5F5D	# <CJK>
0x524E	0x6905	# <CJK>
0x524F	0x8681	# <CJK>
0x5250	0x501A	# <CJK>
0x5251	0x5DF2	# <CJK>
0x5252	0x4E59	# <CJK>
0x5253	0x77E3	# <CJK>
0x5254	0x4EE5	# <CJK>
0x5255	0x827A	# <CJK>
0x5256	0x6291	# <CJK>
0x5257	0x6613	# <CJK>
0x5258	0x9091	# <CJK>
0x5259	0x5C79	# <CJK>
0x525A	0x4EBF	# <CJK>
0x525B	0x5F79	# <CJK>
0x525C	0x81C6	# <CJK>
0x525D	0x9038	# <CJK>
0x525E	0x8084	# <CJK>
0x525F	0x75AB	# <CJK>
0x5260	0x4EA6	# <CJK>
0x5261	0x88D4	# <CJK>
0x5262	0x610F	# <CJK>
0x5263	0x6BC5	# <CJK>
0x5264	0x5FC6	# <CJK>
0x5265	0x4E49	# <CJK>
0x5266	0x76CA	# <CJK>
0x5267	0x6EA2	# <CJK>
0x5268	0x8BE3	# <CJK>
0x5269	0x8BAE	# <CJK>
0x526A	0x8C0A	# <CJK>
0x526B	0x8BD1	# <CJK>
0x526C	0x5F02	# <CJK>
0x526D	0x7FFC	# <CJK>
0x526E	0x7FCC	# <CJK>
0x526F	0x7ECE	# <CJK>
0x5270	0x8335	# <CJK>
0x5271	0x836B	# <CJK>
0x5272	0x56E0	# <CJK>
0x5273	0x6BB7	# <CJK>
0x5274	0x97F3	# <CJK>
0x5275	0x9634	# <CJK>
0x5276	0x59FB	# <CJK>
0x5277	0x541F	# <CJK>
0x5278	0x94F6	# <CJK>
0x5279	0x6DEB	# <CJK>
0x527A	0x5BC5	# <CJK>
0x527B	0x996E	# <CJK>
0x527C	0x5C39	# <CJK>
0x527D	0x5F15	# <CJK>
0x527E	0x9690	# <CJK>
0x5321	0x5370	# <CJK>
0x5322	0x82F1	# <CJK>
0x5323	0x6A31	# <CJK>
0x5324	0x5A74	# <CJK>
0x5325	0x9E70	# <CJK>
0x5326	0x5E94	# <CJK>
0x5327	0x7F28	# <CJK>
0x5328	0x83B9	# <CJK>
0x5329	0x8424	# <CJK>
0x532A	0x8425	# <CJK>
0x532B	0x8367	# <CJK>
0x532C	0x8747	# <CJK>
0x532D	0x8FCE	# <CJK>
0x532E	0x8D62	# <CJK>
0x532F	0x76C8	# <CJK>
0x5330	0x5F71	# <CJK>
0x5331	0x9896	# <CJK>
0x5332	0x786C	# <CJK>
0x5333	0x6620	# <CJK>
0x5334	0x54DF	# <CJK>
0x5335	0x62E5	# <CJK>
0x5336	0x4F63	# <CJK>
0x5337	0x81C3	# <CJK>
0x5338	0x75C8	# <CJK>
0x5339	0x5EB8	# <CJK>
0x533A	0x96CD	# <CJK>
0x533B	0x8E0A	# <CJK>
0x533C	0x86F9	# <CJK>
0x533D	0x548F	# <CJK>
0x533E	0x6CF3	# <CJK>
0x533F	0x6D8C	# <CJK>
0x5340	0x6C38	# <CJK>
0x5341	0x607F	# <CJK>
0x5342	0x52C7	# <CJK>
0x5343	0x7528	# <CJK>
0x5344	0x5E7D	# <CJK>
0x5345	0x4F18	# <CJK>
0x5346	0x60A0	# <CJK>
0x5347	0x5FE7	# <CJK>
0x5348	0x5C24	# <CJK>
0x5349	0x7531	# <CJK>
0x534A	0x90AE	# <CJK>
0x534B	0x94C0	# <CJK>
0x534C	0x72B9	# <CJK>
0x534D	0x6CB9	# <CJK>
0x534E	0x6E38	# <CJK>
0x534F	0x9149	# <CJK>
0x5350	0x6709	# <CJK>
0x5351	0x53CB	# <CJK>
0x5352	0x53F3	# <CJK>
0x5353	0x4F51	# <CJK>
0x5354	0x91C9	# <CJK>
0x5355	0x8BF1	# <CJK>
0x5356	0x53C8	# <CJK>
0x5357	0x5E7C	# <CJK>
0x5358	0x8FC2	# <CJK>
0x5359	0x6DE4	# <CJK>
0x535A	0x4E8E	# <CJK>
0x535B	0x76C2	# <CJK>
0x535C	0x6986	# <CJK>
0x535D	0x865E	# <CJK>
0x535E	0x611A	# <CJK>
0x535F	0x8206	# <CJK>
0x5360	0x4F59	# <CJK>
0x5361	0x4FDE	# <CJK>
0x5362	0x903E	# <CJK>
0x5363	0x9C7C	# <CJK>
0x5364	0x6109	# <CJK>
0x5365	0x6E1D	# <CJK>
0x5366	0x6E14	# <CJK>
0x5367	0x9685	# <CJK>
0x5368	0x4E88	# <CJK>
0x5369	0x5A31	# <CJK>
0x536A	0x96E8	# <CJK>
0x536B	0x4E0E	# <CJK>
0x536C	0x5C7F	# <CJK>
0x536D	0x79B9	# <CJK>
0x536E	0x5B87	# <CJK>
0x536F	0x8BED	# <CJK>
0x5370	0x7FBD	# <CJK>
0x5371	0x7389	# <CJK>
0x5372	0x57DF	# <CJK>
0x5373	0x828B	# <CJK>
0x5374	0x90C1	# <CJK>
0x5375	0x5401	# <CJK>
0x5376	0x9047	# <CJK>
0x5377	0x55BB	# <CJK>
0x5378	0x5CEA	# <CJK>
0x5379	0x5FA1	# <CJK>
0x537A	0x6108	# <CJK>
0x537B	0x6B32	# <CJK>
0x537C	0x72F1	# <CJK>
0x537D	0x80B2	# <CJK>
0x537E	0x8A89	# <CJK>
0x5421	0x6D74	# <CJK>
0x5422	0x5BD3	# <CJK>
0x5423	0x88D5	# <CJK>
0x5424	0x9884	# <CJK>
0x5425	0x8C6B	# <CJK>
0x5426	0x9A6D	# <CJK>
0x5427	0x9E33	# <CJK>
0x5428	0x6E0A	# <CJK>
0x5429	0x51A4	# <CJK>
0x542A	0x5143	# <CJK>
0x542B	0x57A3	# <CJK>
0x542C	0x8881	# <CJK>
0x542D	0x539F	# <CJK>
0x542E	0x63F4	# <CJK>
0x542F	0x8F95	# <CJK>
0x5430	0x56ED	# <CJK>
0x5431	0x5458	# <CJK>
0x5432	0x5706	# <CJK>
0x5433	0x733F	# <CJK>
0x5434	0x6E90	# <CJK>
0x5435	0x7F18	# <CJK>
0x5436	0x8FDC	# <CJK>
0x5437	0x82D1	# <CJK>
0x5438	0x613F	# <CJK>
0x5439	0x6028	# <CJK>
0x543A	0x9662	# <CJK>
0x543B	0x66F0	# <CJK>
0x543C	0x7EA6	# <CJK>
0x543D	0x8D8A	# <CJK>
0x543E	0x8DC3	# <CJK>
0x543F	0x94A5	# <CJK>
0x5440	0x5CB3	# <CJK>
0x5441	0x7CA4	# <CJK>
0x5442	0x6708	# <CJK>
0x5443	0x60A6	# <CJK>
0x5444	0x9605	# <CJK>
0x5445	0x8018	# <CJK>
0x5446	0x4E91	# <CJK>
0x5447	0x90E7	# <CJK>
0x5448	0x5300	# <CJK>
0x5449	0x9668	# <CJK>
0x544A	0x5141	# <CJK>
0x544B	0x8FD0	# <CJK>
0x544C	0x8574	# <CJK>
0x544D	0x915D	# <CJK>
0x544E	0x6655	# <CJK>
0x544F	0x97F5	# <CJK>
0x5450	0x5B55	# <CJK>
0x5451	0x531D	# <CJK>
0x5452	0x7838	# <CJK>
0x5453	0x6742	# <CJK>
0x5454	0x683D	# <CJK>
0x5455	0x54C9	# <CJK>
0x5456	0x707E	# <CJK>
0x5457	0x5BB0	# <CJK>
0x5458	0x8F7D	# <CJK>
0x5459	0x518D	# <CJK>
0x545A	0x5728	# <CJK>
0x545B	0x54B1	# <CJK>
0x545C	0x6512	# <CJK>
0x545D	0x6682	# <CJK>
0x545E	0x8D5E	# <CJK>
0x545F	0x8D43	# <CJK>
0x5460	0x810F	# <CJK>
0x5461	0x846C	# <CJK>
0x5462	0x906D	# <CJK>
0x5463	0x7CDF	# <CJK>
0x5464	0x51FF	# <CJK>
0x5465	0x85FB	# <CJK>
0x5466	0x67A3	# <CJK>
0x5467	0x65E9	# <CJK>
0x5468	0x6FA1	# <CJK>
0x5469	0x86A4	# <CJK>
0x546A	0x8E81	# <CJK>
0x546B	0x566A	# <CJK>
0x546C	0x9020	# <CJK>
0x546D	0x7682	# <CJK>
0x546E	0x7076	# <CJK>
0x546F	0x71E5	# <CJK>
0x5470	0x8D23	# <CJK>
0x5471	0x62E9	# <CJK>
0x5472	0x5219	# <CJK>
0x5473	0x6CFD	# <CJK>
0x5474	0x8D3C	# <CJK>
0x5475	0x600E	# <CJK>
0x5476	0x589E	# <CJK>
0x5477	0x618E	# <CJK>
0x5478	0x66FE	# <CJK>
0x5479	0x8D60	# <CJK>
0x547A	0x624E	# <CJK>
0x547B	0x55B3	# <CJK>
0x547C	0x6E23	# <CJK>
0x547D	0x672D	# <CJK>
0x547E	0x8F67	# <CJK>
0x5521	0x94E1	# <CJK>
0x5522	0x95F8	# <CJK>
0x5523	0x7728	# <CJK>
0x5524	0x6805	# <CJK>
0x5525	0x69A8	# <CJK>
0x5526	0x548B	# <CJK>
0x5527	0x4E4D	# <CJK>
0x5528	0x70B8	# <CJK>
0x5529	0x8BC8	# <CJK>
0x552A	0x6458	# <CJK>
0x552B	0x658B	# <CJK>
0x552C	0x5B85	# <CJK>
0x552D	0x7A84	# <CJK>
0x552E	0x503A	# <CJK>
0x552F	0x5BE8	# <CJK>
0x5530	0x77BB	# <CJK>
0x5531	0x6BE1	# <CJK>
0x5532	0x8A79	# <CJK>
0x5533	0x7C98	# <CJK>
0x5534	0x6CBE	# <CJK>
0x5535	0x76CF	# <CJK>
0x5536	0x65A9	# <CJK>
0x5537	0x8F97	# <CJK>
0x5538	0x5D2D	# <CJK>
0x5539	0x5C55	# <CJK>
0x553A	0x8638	# <CJK>
0x553B	0x6808	# <CJK>
0x553C	0x5360	# <CJK>
0x553D	0x6218	# <CJK>
0x553E	0x7AD9	# <CJK>
0x553F	0x6E5B	# <CJK>
0x5540	0x7EFD	# <CJK>
0x5541	0x6A1F	# <CJK>
0x5542	0x7AE0	# <CJK>
0x5543	0x5F70	# <CJK>
0x5544	0x6F33	# <CJK>
0x5545	0x5F20	# <CJK>
0x5546	0x638C	# <CJK>
0x5547	0x6DA8	# <CJK>
0x5548	0x6756	# <CJK>
0x5549	0x4E08	# <CJK>
0x554A	0x5E10	# <CJK>
0x554B	0x8D26	# <CJK>
0x554C	0x4ED7	# <CJK>
0x554D	0x80C0	# <CJK>
0x554E	0x7634	# <CJK>
0x554F	0x969C	# <CJK>
0x5550	0x62DB	# <CJK>
0x5551	0x662D	# <CJK>
0x5552	0x627E	# <CJK>
0x5553	0x6CBC	# <CJK>
0x5554	0x8D75	# <CJK>
0x5555	0x7167	# <CJK>
0x5556	0x7F69	# <CJK>
0x5557	0x5146	# <CJK>
0x5558	0x8087	# <CJK>
0x5559	0x53EC	# <CJK>
0x555A	0x906E	# <CJK>
0x555B	0x6298	# <CJK>
0x555C	0x54F2	# <CJK>
0x555D	0x86F0	# <CJK>
0x555E	0x8F99	# <CJK>
0x555F	0x8005	# <CJK>
0x5560	0x9517	# <CJK>
0x5561	0x8517	# <CJK>
0x5562	0x8FD9	# <CJK>
0x5563	0x6D59	# <CJK>
0x5564	0x73CD	# <CJK>
0x5565	0x659F	# <CJK>
0x5566	0x771F	# <CJK>
0x5567	0x7504	# <CJK>
0x5568	0x7827	# <CJK>
0x5569	0x81FB	# <CJK>
0x556A	0x8D1E	# <CJK>
0x556B	0x9488	# <CJK>
0x556C	0x4FA6	# <CJK>
0x556D	0x6795	# <CJK>
0x556E	0x75B9	# <CJK>
0x556F	0x8BCA	# <CJK>
0x5570	0x9707	# <CJK>
0x5571	0x632F	# <CJK>
0x5572	0x9547	# <CJK>
0x5573	0x9635	# <CJK>
0x5574	0x84B8	# <CJK>
0x5575	0x6323	# <CJK>
0x5576	0x7741	# <CJK>
0x5577	0x5F81	# <CJK>
0x5578	0x72F0	# <CJK>
0x5579	0x4E89	# <CJK>
0x557A	0x6014	# <CJK>
0x557B	0x6574	# <CJK>
0x557C	0x62EF	# <CJK>
0x557D	0x6B63	# <CJK>
0x557E	0x653F	# <CJK>
0x5621	0x5E27	# <CJK>
0x5622	0x75C7	# <CJK>
0x5623	0x90D1	# <CJK>
0x5624	0x8BC1	# <CJK>
0x5625	0x829D	# <CJK>
0x5626	0x679D	# <CJK>
0x5627	0x652F	# <CJK>
0x5628	0x5431	# <CJK>
0x5629	0x8718	# <CJK>
0x562A	0x77E5	# <CJK>
0x562B	0x80A2	# <CJK>
0x562C	0x8102	# <CJK>
0x562D	0x6C41	# <CJK>
0x562E	0x4E4B	# <CJK>
0x562F	0x7EC7	# <CJK>
0x5630	0x804C	# <CJK>
0x5631	0x76F4	# <CJK>
0x5632	0x690D	# <CJK>
0x5633	0x6B96	# <CJK>
0x5634	0x6267	# <CJK>
0x5635	0x503C	# <CJK>
0x5636	0x4F84	# <CJK>
0x5637	0x5740	# <CJK>
0x5638	0x6307	# <CJK>
0x5639	0x6B62	# <CJK>
0x563A	0x8DBE	# <CJK>
0x563B	0x53EA	# <CJK>
0x563C	0x65E8	# <CJK>
0x563D	0x7EB8	# <CJK>
0x563E	0x5FD7	# <CJK>
0x563F	0x631A	# <CJK>
0x5640	0x63B7	# <CJK>
0x5641	0x81F3	# <CJK>
0x5642	0x81F4	# <CJK>
0x5643	0x7F6E	# <CJK>
0x5644	0x5E1C	# <CJK>
0x5645	0x5CD9	# <CJK>
0x5646	0x5236	# <CJK>
0x5647	0x667A	# <CJK>
0x5648	0x79E9	# <CJK>
0x5649	0x7A1A	# <CJK>
0x564A	0x8D28	# <CJK>
0x564B	0x7099	# <CJK>
0x564C	0x75D4	# <CJK>
0x564D	0x6EDE	# <CJK>
0x564E	0x6CBB	# <CJK>
0x564F	0x7A92	# <CJK>
0x5650	0x4E2D	# <CJK>
0x5651	0x76C5	# <CJK>
0x5652	0x5FE0	# <CJK>
0x5653	0x949F	# <CJK>
0x5654	0x8877	# <CJK>
0x5655	0x7EC8	# <CJK>
0x5656	0x79CD	# <CJK>
0x5657	0x80BF	# <CJK>
0x5658	0x91CD	# <CJK>
0x5659	0x4EF2	# <CJK>
0x565A	0x4F17	# <CJK>
0x565B	0x821F	# <CJK>
0x565C	0x5468	# <CJK>
0x565D	0x5DDE	# <CJK>
0x565E	0x6D32	# <CJK>
0x565F	0x8BCC	# <CJK>
0x5660	0x7CA5	# <CJK>
0x5661	0x8F74	# <CJK>
0x5662	0x8098	# <CJK>
0x5663	0x5E1A	# <CJK>
0x5664	0x5492	# <CJK>
0x5665	0x76B1	# <CJK>
0x5666	0x5B99	# <CJK>
0x5667	0x663C	# <CJK>
0x5668	0x9AA4	# <CJK>
0x5669	0x73E0	# <CJK>
0x566A	0x682A	# <CJK>
0x566B	0x86DB	# <CJK>
0x566C	0x6731	# <CJK>
0x566D	0x732A	# <CJK>
0x566E	0x8BF8	# <CJK>
0x566F	0x8BDB	# <CJK>
0x5670	0x9010	# <CJK>
0x5671	0x7AF9	# <CJK>
0x5672	0x70DB	# <CJK>
0x5673	0x716E	# <CJK>
0x5674	0x62C4	# <CJK>
0x5675	0x77A9	# <CJK>
0x5676	0x5631	# <CJK>
0x5677	0x4E3B	# <CJK>
0x5678	0x8457	# <CJK>
0x5679	0x67F1	# <CJK>
0x567A	0x52A9	# <CJK>
0x567B	0x86C0	# <CJK>
0x567C	0x8D2E	# <CJK>
0x567D	0x94F8	# <CJK>
0x567E	0x7B51	# <CJK>
0x5721	0x4F4F	# <CJK>
0x5722	0x6CE8	# <CJK>
0x5723	0x795D	# <CJK>
0x5724	0x9A7B	# <CJK>
0x5725	0x6293	# <CJK>
0x5726	0x722A	# <CJK>
0x5727	0x62FD	# <CJK>
0x5728	0x4E13	# <CJK>
0x5729	0x7816	# <CJK>
0x572A	0x8F6C	# <CJK>
0x572B	0x64B0	# <CJK>
0x572C	0x8D5A	# <CJK>
0x572D	0x7BC6	# <CJK>
0x572E	0x6869	# <CJK>
0x572F	0x5E84	# <CJK>
0x5730	0x88C5	# <CJK>
0x5731	0x5986	# <CJK>
0x5732	0x649E	# <CJK>
0x5733	0x58EE	# <CJK>
0x5734	0x72B6	# <CJK>
0x5735	0x690E	# <CJK>
0x5736	0x9525	# <CJK>
0x5737	0x8FFD	# <CJK>
0x5738	0x8D58	# <CJK>
0x5739	0x5760	# <CJK>
0x573A	0x7F00	# <CJK>
0x573B	0x8C06	# <CJK>
0x573C	0x51C6	# <CJK>
0x573D	0x6349	# <CJK>
0x573E	0x62D9	# <CJK>
0x573F	0x5353	# <CJK>
0x5740	0x684C	# <CJK>
0x5741	0x7422	# <CJK>
0x5742	0x8301	# <CJK>
0x5743	0x914C	# <CJK>
0x5744	0x5544	# <CJK>
0x5745	0x7740	# <CJK>
0x5746	0x707C	# <CJK>
0x5747	0x6D4A	# <CJK>
0x5748	0x5179	# <CJK>
0x5749	0x54A8	# <CJK>
0x574A	0x8D44	# <CJK>
0x574B	0x59FF	# <CJK>
0x574C	0x6ECB	# <CJK>
0x574D	0x6DC4	# <CJK>
0x574E	0x5B5C	# <CJK>
0x574F	0x7D2B	# <CJK>
0x5750	0x4ED4	# <CJK>
0x5751	0x7C7D	# <CJK>
0x5752	0x6ED3	# <CJK>
0x5753	0x5B50	# <CJK>
0x5754	0x81EA	# <CJK>
0x5755	0x6E0D	# <CJK>
0x5756	0x5B57	# <CJK>
0x5757	0x9B03	# <CJK>
0x5758	0x68D5	# <CJK>
0x5759	0x8E2A	# <CJK>
0x575A	0x5B97	# <CJK>
0x575B	0x7EFC	# <CJK>
0x575C	0x603B	# <CJK>
0x575D	0x7EB5	# <CJK>
0x575E	0x90B9	# <CJK>
0x575F	0x8D70	# <CJK>
0x5760	0x594F	# <CJK>
0x5761	0x63CD	# <CJK>
0x5762	0x79DF	# <CJK>
0x5763	0x8DB3	# <CJK>
0x5764	0x5352	# <CJK>
0x5765	0x65CF	# <CJK>
0x5766	0x7956	# <CJK>
0x5767	0x8BC5	# <CJK>
0x5768	0x963B	# <CJK>
0x5769	0x7EC4	# <CJK>
0x576A	0x94BB	# <CJK>
0x576B	0x7E82	# <CJK>
0x576C	0x5634	# <CJK>
0x576D	0x9189	# <CJK>
0x576E	0x6700	# <CJK>
0x576F	0x7F6A	# <CJK>
0x5770	0x5C0A	# <CJK>
0x5771	0x9075	# <CJK>
0x5772	0x6628	# <CJK>
0x5773	0x5DE6	# <CJK>
0x5774	0x4F50	# <CJK>
0x5775	0x67DE	# <CJK>
0x5776	0x505A	# <CJK>
0x5777	0x4F5C	# <CJK>
0x5778	0x5750	# <CJK>
0x5779	0x5EA7	# <CJK>
0x5821	0x4E8D	# <CJK>
0x5822	0x4E0C	# <CJK>
0x5823	0x5140	# <CJK>
0x5824	0x4E10	# <CJK>
0x5825	0x5EFF	# <CJK>
0x5826	0x5345	# <CJK>
0x5827	0x4E15	# <CJK>
